date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2010-01-02,3,-1,1.0,7.9,1,89,06:39 PM,09:24 AM,08:18 AM,04:05 PM,-1,-4,1,-4,27,55,89,1.4,1014,3,8,248,15,birmingham
2010-01-03,1,-3,0.9,7.9,2,82,08:10 PM,09:47 AM,08:18 AM,04:06 PM,-3,-5,-0,-5,21,21,85,1.0,1024,1,9,51,13,birmingham
2010-01-04,1,-3,0.0,7.9,2,75,09:38 PM,10:05 AM,08:17 AM,04:07 PM,-4,-6,-2,-6,19,12,86,0.0,1020,1,10,292,11,birmingham
2010-01-05,2,-1,2.6,3.0,1,69,11:02 PM,10:20 AM,08:17 AM,04:09 PM,-1,-5,-0,-5,21,77,93,3.0,1004,2,4,237,13,birmingham
2010-01-06,0,-4,1.4,4.9,1,62,No moonrise,10:36 AM,08:17 AM,04:10 PM,-2,-7,-1,-7,37,65,92,1.7,1005,0,8,118,22,birmingham
2010-01-07,-3,-6,0.0,8.0,2,55,12:24 AM,10:52 AM,08:16 AM,04:11 PM,-5,-10,-4,-10,32,21,94,0.0,1014,-3,10,334,16,birmingham
2010-01-08,-2,-4,0.0,8.0,1,48,01:45 AM,11:10 AM,08:16 AM,04:13 PM,-4,-9,-3,-9,29,44,94,0.0,1024,-2,10,183,16,birmingham
2010-01-09,-1,-5,0.0,3.0,1,41,03:04 AM,11:33 AM,08:15 AM,04:14 PM,-4,-9,-3,-9,32,65,94,0.0,1027,-1,10,18,18,birmingham
2010-01-10,1,-1,1.4,3.0,1,35,04:19 AM,12:01 PM,08:15 AM,04:15 PM,-1,-5,0,-5,33,100,95,1.7,1021,1,5,38,20,birmingham
2010-01-11,0,-0,2.6,3.0,1,28,05:29 AM,12:39 PM,08:14 AM,04:17 PM,-0,-4,0,-4,17,92,97,3.1,1019,0,4,94,11,birmingham
2010-01-12,0,-2,0.0,3.0,1,21,06:28 AM,01:28 PM,08:13 AM,04:18 PM,-1,-6,-1,-6,35,86,96,0.2,1009,0,6,113,22,birmingham
2010-01-13,-0,-2,1.8,3.0,1,14,07:15 AM,02:27 PM,08:12 AM,04:20 PM,-1,-6,-1,-6,22,98,96,2.1,1000,-0,6,113,15,birmingham
2010-01-14,2,-2,0.0,3.0,1,8,07:51 AM,03:34 PM,08:12 AM,04:21 PM,0,-1,0,-1,10,90,98,0.2,1005,2,1,168,6,birmingham
2010-01-15,6,0,0.0,3.0,1,1,08:17 AM,04:43 PM,08:11 AM,04:23 PM,3,-2,3,-2,40,91,98,1.4,1014,6,6,172,22,birmingham
2010-01-16,7,3,0.0,3.1,2,6,08:37 AM,05:55 PM,08:10 AM,04:25 PM,4,0,5,0,43,96,96,6.5,1004,7,8,182,25,birmingham
2010-01-17,6,2,0.0,8.2,2,13,08:54 AM,07:05 PM,08:09 AM,04:26 PM,3,0,4,0,34,17,93,0.1,1014,6,10,254,18,birmingham
2010-01-18,8,4,0.0,3.1,2,20,09:07 AM,08:14 PM,08:08 AM,04:28 PM,5,2,5,2,27,59,96,0.1,1023,8,8,234,15,birmingham
2010-01-19,6,3,0.0,3.1,2,26,09:20 AM,09:23 PM,08:07 AM,04:30 PM,4,2,5,2,24,87,95,0.2,1021,6,6,142,14,birmingham
2010-01-20,3,3,1.3,3.1,1,33,09:32 AM,10:33 PM,08:06 AM,04:31 PM,2,-1,3,-1,25,100,94,1.7,1012,3,7,102,16,birmingham
2010-01-21,3,2,0.2,6.8,1,40,09:45 AM,11:45 PM,08:05 AM,04:33 PM,2,-1,3,-1,23,56,92,0.3,1017,3,10,145,14,birmingham
2010-01-22,8,5,0.0,3.1,2,47,09:59 AM,No moonset,08:03 AM,04:35 PM,6,3,7,3,30,91,96,8.7,1015,8,8,223,18,birmingham
2010-01-23,5,1,0.0,8.4,1,53,10:17 AM,12:59 AM,08:02 AM,04:37 PM,2,0,3,0,15,63,94,0.0,1021,5,5,321,9,birmingham
2010-01-24,6,3,0.0,3.1,1,60,10:41 AM,02:16 AM,08:01 AM,04:38 PM,3,1,4,1,15,90,90,1.5,1023,6,8,270,10,birmingham
2010-01-25,3,-0,0.1,3.2,1,67,11:14 AM,03:35 AM,08:00 AM,04:40 PM,0,-2,2,-2,21,78,89,0.1,1031,3,9,70,13,birmingham
2010-01-26,3,-1,0.0,8.7,1,74,12:02 PM,04:49 AM,07:58 AM,04:42 PM,-1,-2,1,-2,14,46,86,0.0,1041,3,9,44,9,birmingham
2010-01-27,7,-1,0.0,5.1,1,80,01:07 PM,05:54 AM,07:57 AM,04:44 PM,1,-1,3,-1,31,69,82,0.4,1031,7,8,269,19,birmingham
2010-01-28,6,3,0.0,3.3,1,87,02:28 PM,06:43 AM,07:56 AM,04:46 PM,2,0,5,0,30,85,86,0.5,1013,6,8,304,19,birmingham
2010-01-29,4,-2,0.3,5.1,1,94,04:00 PM,07:20 AM,07:54 AM,04:48 PM,1,-3,2,-3,32,68,91,2.1,994,4,6,307,20,birmingham
2010-01-30,3,-2,0.0,8.7,2,100,05:34 PM,07:47 AM,07:53 AM,04:50 PM,-4,-6,-1,-6,27,8,77,0.0,1001,3,10,311,17,birmingham
2010-01-31,3,-2,0.0,6.9,1,92,07:06 PM,08:08 AM,07:51 AM,04:52 PM,-2,-5,-0,-5,27,37,88,0.0,1005,3,10,277,15,birmingham
2010-02-01,4,-2,0.0,5.2,1,86,08:35 PM,08:25 AM,07:49 AM,04:53 PM,-1,-4,1,-4,30,40,85,0.0,1012,4,10,280,17,birmingham
2010-02-02,6,2,0.0,3.4,2,79,10:01 PM,08:41 AM,07:48 AM,04:55 PM,4,-0,4,-0,39,93,95,3.6,1005,6,7,262,23,birmingham
2010-02-03,3,-1,0.0,6.9,1,72,11:26 PM,08:58 AM,07:46 AM,04:57 PM,0,-1,2,-1,18,52,89,2.0,1007,3,8,204,11,birmingham
2010-02-04,7,2,0.0,3.4,2,65,No moonrise,09:16 AM,07:45 AM,04:59 PM,4,2,5,2,29,90,96,0.9,1004,7,5,173,17,birmingham
2010-02-05,8,4,0.0,8.7,2,59,12:48 AM,09:37 AM,07:43 AM,05:01 PM,4,2,6,2,25,48,92,2.8,999,8,10,170,15,birmingham
2010-02-06,8,2,0.0,7.0,1,52,02:07 AM,10:04 AM,07:41 AM,05:03 PM,3,1,4,1,21,35,93,0.0,1014,8,8,79,12,birmingham
2010-02-07,5,-1,0.1,3.6,1,45,03:20 AM,10:39 AM,07:39 AM,05:05 PM,1,-0,2,-0,13,67,92,0.1,1023,5,5,80,7,birmingham
2010-02-08,2,1,0.4,3.6,1,38,04:23 AM,11:25 AM,07:38 AM,05:07 PM,-1,-4,2,-4,30,93,85,0.4,1016,2,8,36,20,birmingham
2010-02-09,4,0,0.6,3.6,1,31,05:14 AM,12:20 PM,07:36 AM,05:09 PM,-1,-3,2,-3,30,71,84,0.7,1014,4,8,58,18,birmingham
2010-02-10,2,-2,0.3,3.7,1,25,05:53 AM,01:24 PM,07:34 AM,05:11 PM,-2,-5,1,-5,31,74,82,0.4,1019,2,8,140,19,birmingham
2010-02-11,4,-2,0.0,8.7,1,18,06:21 AM,02:33 PM,07:32 AM,05:13 PM,-4,-5,-0,-5,30,44,79,0.0,1024,4,10,92,18,birmingham
2010-02-12,4,-1,0.1,3.7,1,11,06:44 AM,03:44 PM,07:30 AM,05:15 PM,-0,-3,2,-3,30,72,87,0.1,1024,4,9,138,18,birmingham
2010-02-13,4,-1,0.1,5.4,1,4,07:01 AM,04:54 PM,07:28 AM,05:16 PM,-0,-3,2,-3,25,71,86,0.4,1024,4,9,226,16,birmingham
2010-02-14,6,-1,0.3,5.4,1,2,07:16 AM,06:04 PM,07:26 AM,05:18 PM,0,-1,2,-1,20,59,87,0.4,1018,6,9,344,13,birmingham
2010-02-15,5,2,0.2,3.7,1,9,07:29 AM,07:13 PM,07:24 AM,05:20 PM,2,0,3,0,17,85,94,1.8,1005,5,5,217,11,birmingham
2010-02-16,5,-0,0.0,8.7,1,16,07:41 AM,08:23 PM,07:22 AM,05:22 PM,1,-1,3,-1,21,45,86,1.3,992,5,10,222,14,birmingham
2010-02-17,3,-0,2.7,3.8,1,23,07:54 AM,09:34 PM,07:20 AM,05:24 PM,0,-1,1,-1,12,58,94,3.2,991,3,5,84,7,birmingham
2010-02-18,3,-1,4.3,5.4,1,29,08:08 AM,10:47 PM,07:18 AM,05:26 PM,-1,-3,1,-3,21,67,93,5.0,991,3,5,104,13,birmingham
2010-02-19,4,-1,2.6,5.4,1,36,08:24 AM,No moonset,07:16 AM,05:28 PM,-1,-4,1,-4,23,54,87,3.0,993,4,8,286,14,birmingham
2010-02-20,4,-3,0.0,7.1,1,43,08:45 AM,12:02 AM,07:14 AM,05:30 PM,-2,-3,-0,-3,15,50,89,0.0,996,4,8,235,8,birmingham
2010-02-21,3,-2,5.2,7.1,1,50,09:14 AM,01:18 AM,07:12 AM,05:32 PM,-0,-4,0,-4,23,52,95,6.3,992,3,6,229,13,birmingham
2010-02-22,3,-2,0.0,8.7,1,57,09:53 AM,02:31 AM,07:10 AM,05:34 PM,-2,-5,-0,-5,28,36,91,0.0,989,3,9,42,17,birmingham
2010-02-23,2,-3,0.9,5.5,1,63,10:48 AM,03:38 AM,07:07 AM,05:35 PM,-1,-6,-0,-6,30,67,93,1.1,993,2,8,81,19,birmingham
2010-02-24,7,1,0.0,3.9,2,70,11:59 AM,04:32 AM,07:05 AM,05:37 PM,4,1,5,1,23,94,97,0.8,989,7,7,128,14,birmingham
2010-02-25,7,2,0.0,3.9,2,77,01:24 PM,05:14 AM,07:03 AM,05:39 PM,4,2,5,2,15,89,95,0.5,987,7,3,123,9,birmingham
2010-02-26,4,2,1.0,3.9,1,84,02:54 PM,05:45 AM,07:01 AM,05:41 PM,2,-1,4,-1,39,76,91,6.7,987,4,8,286,25,birmingham
2010-02-27,7,1,0.0,4.1,1,90,04:27 PM,06:08 AM,06:59 AM,05:43 PM,3,2,4,2,17,79,95,2.0,992,7,5,131,9,birmingham
2010-02-28,4,2,0.0,4.1,1,97,05:58 PM,06:28 AM,06:56 AM,05:45 PM,2,-1,3,-1,31,83,92,1.5,990,4,8,205,20,birmingham
2010-03-01,8,0,0.0,7.2,1,96,07:28 PM,06:45 AM,06:54 AM,05:46 PM,1,2,3,2,11,33,83,0.0,1009,8,8,280,7,birmingham
2010-03-02,9,1,0.0,8.7,3,89,08:55 PM,07:02 AM,06:52 AM,05:48 PM,-1,2,4,2,13,14,75,0.0,1021,9,10,194,7,birmingham
2010-03-03,5,-0,0.0,4.1,1,82,10:21 PM,07:20 AM,06:50 AM,05:50 PM,-2,-3,2,-3,25,95,76,0.0,1022,5,10,98,15,birmingham
2010-03-04,7,-1,0.0,7.2,1,76,11:45 PM,07:40 AM,06:47 AM,05:52 PM,-2,-2,2,-2,19,54,78,0.0,1025,7,10,53,12,birmingham
2010-03-05,8,-1,0.0,8.7,2,69,No moonrise,08:05 AM,06:45 AM,05:54 PM,-1,-1,3,-1,22,38,80,0.0,1029,8,10,300,13,birmingham
2010-03-06,6,-1,0.1,5.7,1,62,01:03 AM,08:38 AM,06:43 AM,05:56 PM,1,0,3,0,20,53,86,0.6,1028,6,8,163,12,birmingham
2010-03-07,5,-2,0.0,8.7,2,55,02:12 AM,09:21 AM,06:41 AM,05:57 PM,-5,-3,0,-3,13,4,70,0.0,1034,5,9,89,9,birmingham
2010-03-08,7,-3,0.0,8.7,2,49,03:08 AM,10:14 AM,06:38 AM,05:59 PM,-6,-2,1,-2,17,5,61,0.0,1032,7,10,55,10,birmingham
2010-03-09,8,-1,0.0,11.6,2,42,03:52 AM,11:16 AM,06:36 AM,06:01 PM,0,-1,3,-1,23,33,85,0.0,1031,8,10,26,14,birmingham
2010-03-10,6,0,0.0,7.3,1,35,04:24 AM,12:23 PM,06:34 AM,06:03 PM,1,-0,3,-0,21,57,88,0.0,1031,6,9,42,13,birmingham
2010-03-11,7,-1,0.0,11.6,2,28,04:48 AM,01:33 PM,06:31 AM,06:04 PM,-1,-0,3,-0,16,18,81,0.0,1026,7,8,181,9,birmingham
2010-03-12,7,0,0.0,5.9,2,22,05:08 AM,02:43 PM,06:29 AM,06:06 PM,3,0,4,0,27,84,91,1.8,1023,7,4,233,16,birmingham
2010-03-13,7,1,0.0,7.3,2,15,05:24 AM,03:53 PM,06:27 AM,06:08 PM,3,2,5,2,20,58,87,0.1,1029,7,7,307,13,birmingham
2010-03-14,10,4,0.0,8.8,2,8,05:37 AM,05:02 PM,06:24 AM,06:10 PM,3,3,7,3,29,54,79,0.1,1028,10,10,304,20,birmingham
2010-03-15,10,4,0.0,10.2,2,1,05:50 AM,06:12 PM,06:22 AM,06:11 PM,3,3,7,3,28,41,79,0.1,1027,10,10,288,18,birmingham
2010-03-16,10,2,0.0,11.6,3,6,06:03 AM,07:23 PM,06:20 AM,06:13 PM,2,3,6,3,20,22,79,0.0,1025,10,9,230,12,birmingham
2010-03-17,11,4,0.0,7.4,2,12,06:16 AM,08:36 PM,06:17 AM,06:15 PM,5,5,8,5,29,56,80,0.0,1020,11,10,212,17,birmingham
2010-03-18,15,8,0.0,8.8,3,19,06:32 AM,09:51 PM,06:15 AM,06:17 PM,6,8,10,8,38,68,74,0.3,1013,15,9,193,23,birmingham
2010-03-19,11,6,0.0,7.4,2,26,06:52 AM,11:06 PM,06:13 AM,06:18 PM,7,6,9,6,26,66,87,3.8,1009,11,10,200,17,birmingham
2010-03-20,12,6,0.0,6.1,3,33,07:19 AM,No moonset,06:10 AM,06:20 PM,9,7,10,7,32,95,93,5.3,1002,12,7,199,21,birmingham
2010-03-21,12,3,0.0,11.6,2,39,07:54 AM,12:20 AM,06:08 AM,06:22 PM,4,5,7,5,18,19,83,0.0,1015,12,7,254,11,birmingham
2010-03-22,10,5,0.0,7.5,2,46,08:42 AM,01:28 AM,06:06 AM,06:24 PM,5,4,7,4,36,48,87,1.4,1015,10,10,209,22,birmingham
2010-03-23,10,2,0.0,7.5,2,53,09:46 AM,02:25 AM,06:03 AM,06:25 PM,4,3,6,3,27,58,88,1.2,1014,10,7,185,16,birmingham
2010-03-24,13,8,0.0,6.1,3,60,11:03 AM,03:10 AM,06:01 AM,06:27 PM,8,7,10,7,22,93,92,4.0,1004,13,8,170,14,birmingham
2010-03-25,11,8,0.0,7.9,3,67,12:27 PM,03:44 AM,05:59 AM,06:29 PM,8,7,10,7,25,93,90,4.2,998,11,7,154,17,birmingham
2010-03-26,10,7,0.0,9.3,2,73,01:56 PM,04:09 AM,05:56 AM,06:31 PM,6,5,8,5,33,77,85,3.0,998,10,9,190,23,birmingham
2010-03-27,12,6,0.0,9.3,2,80,03:25 PM,04:30 AM,05:54 AM,06:33 PM,5,6,8,6,22,67,82,0.3,1004,12,9,260,15,birmingham
2010-03-28,10,4,0.0,9.3,2,87,04:53 PM,04:48 AM,05:52 AM,06:34 PM,4,4,7,4,24,59,81,0.0,1006,10,10,261,16,birmingham
2010-03-29,11,5,0.0,8.0,2,94,06:21 PM,05:05 AM,05:50 AM,06:36 PM,6,5,7,5,20,91,91,3.8,998,11,7,130,13,birmingham
2010-03-30,10,3,0.0,9.4,2,100,07:49 PM,05:22 AM,05:47 AM,06:38 PM,6,3,7,3,28,93,92,2.8,984,10,9,186,19,birmingham
2010-03-31,3,2,0.4,8.1,1,93,09:15 PM,05:42 AM,05:45 AM,06:40 PM,1,-2,3,-2,31,96,90,1.6,987,3,6,257,21,birmingham
2010-04-01,8,2,0.2,10.7,1,86,10:37 PM,06:05 AM,05:43 AM,06:41 PM,1,-1,4,-1,33,75,80,2.7,1005,8,7,243,22,birmingham
2010-04-02,6,3,0.0,8.1,2,79,11:52 PM,06:35 AM,05:40 AM,06:43 PM,4,1,5,1,27,86,96,3.4,1001,6,10,166,17,birmingham
2010-04-03,10,2,0.0,12.0,2,73,No moonrise,07:15 AM,05:38 AM,06:45 PM,4,3,5,3,17,64,90,2.2,999,10,8,201,11,birmingham
2010-04-04,9,3,0.0,12.0,2,66,12:56 AM,08:05 AM,05:36 AM,06:47 PM,2,2,5,2,23,58,79,0.2,1011,9,9,292,15,birmingham
2010-04-05,9,3,0.0,8.2,2,59,01:46 AM,09:04 AM,05:33 AM,06:48 PM,5,3,7,3,37,80,88,4.0,1018,9,8,199,22,birmingham
2010-04-06,14,6,0.0,13.2,3,52,02:23 AM,10:11 AM,05:31 AM,06:50 PM,5,7,10,7,36,47,73,0.0,1013,14,10,177,23,birmingham
2010-04-07,11,5,0.0,9.5,2,45,02:50 AM,11:21 AM,05:29 AM,06:52 PM,5,6,8,6,21,61,80,0.2,1018,11,7,314,14,birmingham
2010-04-08,15,3,0.0,13.3,3,39,03:12 AM,12:30 PM,05:26 AM,06:54 PM,5,7,9,7,16,19,79,0.0,1030,15,10,307,9,birmingham
2010-04-09,16,3,0.0,13.3,4,32,03:29 AM,01:40 PM,05:24 AM,06:55 PM,6,9,9,9,7,30,79,0.0,1033,16,9,183,4,birmingham
2010-04-10,17,6,0.0,13.4,3,25,03:44 AM,02:49 PM,05:22 AM,06:57 PM,7,10,11,10,11,36,79,0.0,1033,17,7,100,6,birmingham
2010-04-11,12,5,0.0,10.8,2,18,03:57 AM,03:59 PM,05:19 AM,06:59 PM,3,6,8,6,19,53,72,0.0,1031,12,10,62,13,birmingham
2010-04-12,13,3,0.0,13.8,3,12,04:10 AM,05:10 PM,05:17 AM,07:01 PM,4,5,7,5,18,31,81,0.0,1029,13,10,35,13,birmingham
2010-04-13,12,2,0.0,13.3,2,5,04:23 AM,06:22 PM,05:15 AM,07:02 PM,2,4,7,4,24,36,76,0.0,1026,12,10,26,16,birmingham
2010-04-14,13,4,0.0,11.0,2,2,04:39 AM,07:37 PM,05:13 AM,07:04 PM,3,4,7,4,25,52,79,0.4,1023,13,9,33,17,birmingham
2010-04-15,12,2,0.0,13.3,2,9,04:58 AM,08:53 PM,05:10 AM,07:06 PM,3,4,6,4,18,48,79,0.0,1025,12,6,28,12,birmingham
2010-04-16,13,2,0.0,14.0,3,16,05:23 AM,10:09 PM,05:08 AM,07:08 PM,3,5,7,5,15,16,78,0.0,1029,13,8,59,10,birmingham
2010-04-17,17,1,0.0,14.0,4,22,05:56 AM,11:20 PM,05:06 AM,07:10 PM,5,8,9,8,11,27,77,0.0,1022,17,10,230,7,birmingham
2010-04-18,15,5,0.0,11.1,3,29,06:41 AM,No moonset,05:04 AM,07:11 PM,6,9,10,9,14,38,78,0.3,1016,15,9,82,9,birmingham
2010-04-19,11,5,0.0,8.8,2,36,07:41 AM,12:20 AM,05:01 AM,07:13 PM,6,6,8,6,16,79,91,2.3,1017,11,5,85,11,birmingham
2010-04-20,11,2,0.0,13.4,2,43,08:53 AM,01:09 AM,04:59 AM,07:15 PM,1,3,6,3,23,19,72,0.0,1019,11,10,295,16,birmingham
2010-04-21,11,1,0.0,14.5,3,49,10:14 AM,01:45 AM,04:57 AM,07:17 PM,-1,3,5,3,16,11,66,0.0,1021,11,10,253,11,birmingham
2010-04-22,14,-2,0.0,14.5,4,56,11:39 AM,02:12 AM,04:55 AM,07:18 PM,1,6,7,6,7,24,70,0.0,1019,14,10,170,5,birmingham
2010-04-23,15,1,0.0,14.5,4,63,01:04 PM,02:33 AM,04:53 AM,07:20 PM,4,8,9,8,13,12,73,0.0,1016,15,10,184,9,birmingham
2010-04-24,17,5,0.0,14.5,4,70,02:29 PM,02:52 AM,04:51 AM,07:22 PM,6,10,11,10,18,28,72,0.0,1017,17,10,173,11,birmingham
2010-04-25,15,9,0.0,9.2,3,76,03:54 PM,03:09 AM,04:49 AM,07:24 PM,9,10,12,10,21,68,86,2.7,1018,15,10,212,14,birmingham
2010-04-26,16,8,0.0,11.3,3,83,05:20 PM,03:26 AM,04:46 AM,07:25 PM,9,11,12,11,18,48,82,1.2,1024,16,10,267,12,birmingham
2010-04-27,17,4,0.0,14.5,4,90,06:45 PM,03:44 AM,04:44 AM,07:27 PM,8,11,12,11,15,27,79,0.0,1026,17,9,206,10,birmingham
2010-04-28,18,9,0.0,14.5,3,97,08:09 PM,04:05 AM,04:42 AM,07:29 PM,9,12,13,12,27,38,78,0.3,1019,18,10,194,16,birmingham
2010-04-29,14,9,0.0,9.3,3,96,09:29 PM,04:32 AM,04:40 AM,07:31 PM,10,11,12,11,14,72,91,4.8,1010,14,8,238,9,birmingham
2010-04-30,13,6,0.0,9.3,3,90,10:38 PM,05:08 AM,04:38 AM,07:32 PM,8,7,9,7,22,74,90,2.9,1007,13,9,241,15,birmingham
2010-05-01,16,7,0.0,13.5,3,83,11:35 PM,05:54 AM,04:36 AM,07:34 PM,8,9,10,9,11,64,86,6.9,1009,16,7,200,7,birmingham
2010-05-02,10,6,0.0,9.4,2,76,No moonrise,06:51 AM,04:34 AM,07:36 PM,4,3,7,3,32,96,81,1.4,1014,10,9,25,22,birmingham
2010-05-03,9,3,0.0,10.4,2,69,12:18 AM,07:56 AM,04:32 AM,07:37 PM,2,2,6,2,24,70,74,1.2,1024,9,10,99,17,birmingham
2010-05-04,11,2,0.0,11.5,2,63,12:50 AM,09:05 AM,04:31 AM,07:39 PM,3,5,7,5,15,54,73,0.1,1028,11,10,261,10,birmingham
2010-05-05,14,5,0.0,11.5,3,56,01:14 AM,10:16 AM,04:29 AM,07:41 PM,7,8,10,8,14,70,83,0.1,1021,14,8,324,10,birmingham
2010-05-06,12,6,0.0,10.5,3,49,01:33 AM,11:26 AM,04:27 AM,07:42 PM,7,9,10,9,13,75,82,0.3,1014,12,8,76,9,birmingham
2010-05-07,12,5,0.0,10.5,2,42,01:49 AM,12:35 PM,04:25 AM,07:44 PM,3,5,7,5,21,83,75,0.9,1014,12,7,32,15,birmingham
2010-05-08,8,5,0.0,10.5,2,35,02:02 AM,01:44 PM,04:23 AM,07:46 PM,5,3,6,3,26,90,89,2.7,1014,8,6,28,16,birmingham
2010-05-09,13,4,0.0,12.5,2,29,02:15 AM,02:54 PM,04:21 AM,07:47 PM,4,6,8,6,17,55,78,0.1,1014,13,10,35,12,birmingham
2010-05-10,10,2,0.0,10.5,2,22,02:29 AM,04:05 PM,04:20 AM,07:49 PM,2,5,6,5,13,61,76,0.1,1013,10,10,54,9,birmingham
2010-05-11,10,3,0.0,12.5,2,15,02:44 AM,05:19 PM,04:18 AM,07:51 PM,1,6,7,6,8,57,70,1.8,1014,10,10,124,6,birmingham
2010-05-12,10,-1,0.0,13.5,2,8,03:02 AM,06:35 PM,04:16 AM,07:52 PM,1,5,6,5,9,39,71,0.9,1016,10,10,130,6,birmingham
2010-05-13,11,-2,0.0,11.6,2,2,03:25 AM,07:52 PM,04:15 AM,07:54 PM,1,5,7,5,13,47,69,0.0,1014,11,10,185,9,birmingham
2010-05-14,10,5,0.0,10.6,2,5,03:55 AM,09:06 PM,04:13 AM,07:55 PM,5,5,7,5,18,70,85,2.7,1010,10,7,205,11,birmingham
2010-05-15,14,4,0.0,12.6,3,12,04:36 AM,10:12 PM,04:12 AM,07:57 PM,5,8,10,8,14,37,76,0.1,1015,14,8,302,9,birmingham
2010-05-16,15,4,0.0,11.6,3,19,05:33 AM,11:06 PM,04:10 AM,07:58 PM,5,8,10,8,20,36,75,0.0,1015,15,9,284,13,birmingham
2010-05-17,15,5,0.0,13.6,3,25,06:42 AM,11:46 PM,04:09 AM,08:00 PM,6,9,10,9,13,45,77,1.0,1023,15,8,263,9,birmingham
2010-05-18,17,7,0.0,12.7,4,32,08:03 AM,No moonset,04:07 AM,08:01 PM,7,13,13,13,6,41,72,0.0,1028,17,10,133,4,birmingham
2010-05-19,18,8,0.0,11.8,4,39,09:27 AM,12:16 AM,04:06 AM,08:03 PM,10,13,13,13,13,57,83,0.0,1028,18,7,231,9,birmingham
2010-05-20,22,11,0.0,10.9,4,46,10:52 AM,12:39 AM,04:04 AM,08:04 PM,14,17,18,17,6,71,82,0.5,1031,22,7,253,4,birmingham
2010-05-21,24,13,0.0,13.6,5,53,12:16 PM,12:58 AM,04:03 AM,08:06 PM,15,18,19,18,12,38,82,1.4,1031,24,9,54,7,birmingham
2010-05-22,25,12,0.0,14.5,6,59,01:39 PM,01:15 AM,04:02 AM,08:07 PM,14,19,19,19,10,6,78,0.3,1029,25,9,98,7,birmingham
2010-05-23,26,14,0.0,14.5,6,66,03:02 PM,01:31 AM,04:00 AM,08:09 PM,15,21,21,20,10,2,75,0.0,1024,26,9,214,7,birmingham
2010-05-24,23,12,0.0,14.5,6,73,04:24 PM,01:48 AM,03:59 AM,08:10 PM,13,18,19,18,12,4,74,0.1,1015,23,9,277,8,birmingham
2010-05-25,16,8,0.0,13.7,3,80,05:48 PM,02:08 AM,03:58 AM,08:11 PM,9,11,12,11,16,49,80,0.0,1013,16,9,71,11,birmingham
2010-05-26,11,7,0.0,12.0,2,86,07:08 PM,02:32 AM,03:57 AM,08:13 PM,7,8,9,8,12,67,84,2.1,1011,11,9,145,8,birmingham
2010-05-27,13,7,0.0,14.5,4,93,08:21 PM,03:04 AM,03:56 AM,08:14 PM,4,8,10,8,16,30,71,0.0,1010,13,8,257,12,birmingham
2010-05-28,16,6,0.0,12.9,3,100,09:23 PM,03:45 AM,03:55 AM,08:15 PM,6,10,11,10,18,37,69,0.0,1013,16,10,256,12,birmingham
2010-05-29,13,8,0.0,10.4,3,93,10:12 PM,04:37 AM,03:54 AM,08:17 PM,9,8,10,8,22,88,96,5.9,1009,13,6,185,13,birmingham
2010-05-30,15,10,0.0,13.7,3,86,10:48 PM,05:40 AM,03:53 AM,08:18 PM,7,10,12,10,29,44,72,1.6,1011,15,10,299,21,birmingham
2010-05-31,16,8,0.0,12.9,3,80,11:16 PM,06:48 AM,03:52 AM,08:19 PM,8,12,13,12,14,39,74,0.0,1019,16,10,170,9,birmingham
2010-06-01,13,9,0.0,10.4,3,73,11:37 PM,07:59 AM,03:51 AM,08:20 PM,10,10,11,10,11,86,96,4.2,1016,13,3,143,6,birmingham
2010-06-02,22,6,0.0,14.5,4,66,11:54 PM,09:10 AM,03:50 AM,08:21 PM,12,16,17,16,3,36,80,0.5,1021,22,7,124,2,birmingham
2010-06-03,22,11,0.0,14.5,5,59,No moonrise,10:20 AM,03:50 AM,08:22 PM,11,17,18,17,12,1,72,0.0,1022,22,9,120,9,birmingham
2010-06-04,23,9,0.0,14.5,5,53,12:08 AM,11:29 AM,03:49 AM,08:23 PM,13,16,17,16,13,14,78,0.7,1020,23,9,153,9,birmingham
2010-06-05,23,13,0.0,12.9,4,46,12:21 AM,12:37 PM,03:48 AM,08:24 PM,15,18,19,18,11,49,84,3.6,1018,23,9,228,7,birmingham
2010-06-06,19,12,0.0,12.9,4,39,12:34 AM,01:47 PM,03:48 AM,08:25 PM,13,15,15,15,16,62,88,4.7,1012,19,10,318,11,birmingham
2010-06-07,16,10,0.0,11.3,3,32,12:49 AM,02:59 PM,03:47 AM,08:26 PM,11,12,13,12,14,89,88,1.8,1010,16,6,224,9,birmingham
2010-06-08,16,11,0.0,10.5,3,26,01:05 AM,04:13 PM,03:46 AM,08:27 PM,12,12,13,12,14,89,96,4.9,1001,16,7,96,10,birmingham
2010-06-09,18,11,0.0,11.3,4,19,01:25 AM,05:30 PM,03:46 AM,08:28 PM,13,14,14,14,13,90,94,5.0,1004,18,7,68,9,birmingham
2010-06-10,14,12,0.0,10.5,3,12,01:52 AM,06:46 PM,03:46 AM,08:29 PM,11,11,13,11,28,97,90,0.8,1010,14,7,24,19,birmingham
2010-06-11,17,9,0.0,14.5,4,5,02:28 AM,07:57 PM,03:45 AM,08:29 PM,9,12,13,12,17,38,75,0.0,1010,17,10,285,12,birmingham
